"Name","Label","Type","Value","Value label"
"array6_5","[Social makt (ha kontroll över andra, dominera)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av ","integer","6","6"
"array6_5","[Social makt (ha kontroll över andra, dominera)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av ","integer","7","7 Mycket viktigt"
"array6_6","[En värld i fred (att sträva efter en värld fri från krig och konflikter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du ange","integer","1","1 Inte alls viktigt"
"array6_6","[En värld i fred (att sträva efter en värld fri från krig och konflikter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du ange","integer","2","2"
"array6_6","[En värld i fred (att sträva efter en värld fri från krig och konflikter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du ange","integer","3","3"
"array6_6","[En värld i fred (att sträva efter en värld fri från krig och konflikter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du ange","integer","4","4"
"array6_6","[En värld i fred (att sträva efter en värld fri från krig och konflikter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du ange","integer","5","5"
"array6_6","[En värld i fred (att sträva efter en värld fri från krig och konflikter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du ange","integer","6","6"
"array6_6","[En värld i fred (att sträva efter en värld fri från krig och konflikter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du ange","integer","7","7 Mycket viktigt"
"array6_7","[Auktoritet (ha rätten att leda och bestämma)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av f","integer","1","1 Inte alls viktigt"
"array6_7","[Auktoritet (ha rätten att leda och bestämma)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av f","integer","2","2"
"array6_7","[Auktoritet (ha rätten att leda och bestämma)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av f","integer","3","3"
"array6_7","[Auktoritet (ha rätten att leda och bestämma)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av f","integer","4","4"
"array6_7","[Auktoritet (ha rätten att leda och bestämma)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av f","integer","5","5"
"array6_7","[Auktoritet (ha rätten att leda och bestämma)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av f","integer","6","6"
"array6_7","[Auktoritet (ha rätten att leda och bestämma)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av f","integer","7","7 Mycket viktigt"
"array6_8","[Social rättvisa (att motarbeta orättvisor, bry sig om de svaga)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur vikti","integer","1","1 Inte alls viktigt"
"array6_8","[Social rättvisa (att motarbeta orättvisor, bry sig om de svaga)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur vikti","integer","2","2"
"array6_8","[Social rättvisa (att motarbeta orättvisor, bry sig om de svaga)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur vikti","integer","3","3"
"array6_8","[Social rättvisa (att motarbeta orättvisor, bry sig om de svaga)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur vikti","integer","4","4"
"array6_8","[Social rättvisa (att motarbeta orättvisor, bry sig om de svaga)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur vikti","integer","5","5"
"array6_8","[Social rättvisa (att motarbeta orättvisor, bry sig om de svaga)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur vikti","integer","6","6"
"array6_8","[Social rättvisa (att motarbeta orättvisor, bry sig om de svaga)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur vikti","integer","7","7 Mycket viktigt"
"array6_9","[Jämlikhet (sträva efter att alla ges samma möjligheter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var ","integer","1","1 Inte alls viktigt"
"array6_9","[Jämlikhet (sträva efter att alla ges samma möjligheter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var ","integer","2","2"
"array6_9","[Jämlikhet (sträva efter att alla ges samma möjligheter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var ","integer","3","3"
"array6_9","[Jämlikhet (sträva efter att alla ges samma möjligheter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var ","integer","4","4"
"array6_9","[Jämlikhet (sträva efter att alla ges samma möjligheter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var ","integer","5","5"
"array6_9","[Jämlikhet (sträva efter att alla ges samma möjligheter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var ","integer","6","6"
"array6_9","[Jämlikhet (sträva efter att alla ges samma möjligheter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var ","integer","7","7 Mycket viktigt"
"array6_10","[Ambitioner (att arbeta hårt, vara målmedveten)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av","integer","1","1 Inte alls viktigt"
"array6_10","[Ambitioner (att arbeta hårt, vara målmedveten)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av","integer","2","2"
"array6_10","[Ambitioner (att arbeta hårt, vara målmedveten)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av","integer","3","3"
"array6_10","[Ambitioner (att arbeta hårt, vara målmedveten)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av","integer","4","4"
"array6_10","[Ambitioner (att arbeta hårt, vara målmedveten)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av","integer","5","5"
"array6_10","[Ambitioner (att arbeta hårt, vara målmedveten)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av","integer","6","6"
"array6_10","[Ambitioner (att arbeta hårt, vara målmedveten)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av","integer","7","7 Mycket viktigt"
"array6_11","[Respektera jorden (leva i harmoni med andra arter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett ","integer","1","1 Inte alls viktigt"
"array6_11","[Respektera jorden (leva i harmoni med andra arter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett ","integer","2","2"
"array6_11","[Respektera jorden (leva i harmoni med andra arter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett ","integer","3","3"
"array6_11","[Respektera jorden (leva i harmoni med andra arter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett ","integer","4","4"
"array6_11","[Respektera jorden (leva i harmoni med andra arter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett ","integer","5","5"
"array6_11","[Respektera jorden (leva i harmoni med andra arter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett ","integer","6","6"
"array6_11","[Respektera jorden (leva i harmoni med andra arter)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett ","integer","7","7 Mycket viktigt"
"array6_12","[Harmoni med naturen (passa in i naturen)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av följan","integer","1","1 Inte alls viktigt"
"array6_12","[Harmoni med naturen (passa in i naturen)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av följan","integer","2","2"
"array6_12","[Harmoni med naturen (passa in i naturen)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av följan","integer","3","3"
"array6_12","[Harmoni med naturen (passa in i naturen)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av följan","integer","4","4"
"array6_12","[Harmoni med naturen (passa in i naturen)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av följan","integer","5","5"
"array6_12","[Harmoni med naturen (passa in i naturen)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av följan","integer","6","6"
"array6_12","[Harmoni med naturen (passa in i naturen)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av följan","integer","7","7 Mycket viktigt"
"array6_13","[Välstånd (ha materiella ägodelar, pengar)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av fö","integer","1","1 Inte alls viktigt"
"array6_13","[Välstånd (ha materiella ägodelar, pengar)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av fö","integer","2","2"
"array6_13","[Välstånd (ha materiella ägodelar, pengar)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av fö","integer","3","3"
"array6_13","[Välstånd (ha materiella ägodelar, pengar)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av fö","integer","4","4"
"array6_13","[Välstånd (ha materiella ägodelar, pengar)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av fö","integer","5","5"
"array6_13","[Välstånd (ha materiella ägodelar, pengar)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av fö","integer","6","6"
"array6_13","[Välstånd (ha materiella ägodelar, pengar)] Alla människor har värden som fungerar som vägledande principer i deras liv. Vanligtvis har man dock olika uppfattningar om hur viktiga dessa värden är. Vi vill att du anger hur viktigt var och ett av fö","integer","7","7 Mycket viktigt"
